fips,year,pm25
30077,2008,3.53540966021962
30077,2009,3.61930454303321
30077,2010,4.39868818462299
30077,2011,4.82788761677409
30077,2012,6.6727971939653
30077,2013,4.34008828261485
30077,2014,4.21073697702342
30077,2015,5.49232340003919
30077,2016,3.66101102510473
30031,2000,7.12214525855232
30031,2001,4.67821353154845
30031,2002,4.23933050698139
30031,2003,5.1275625059621
30031,2004,4.8134218775978
30031,2005,4.88715910561862
30031,2006,5.91391717132528
30031,2007,6.35078176291993
30031,2008,4.64705134663182
30031,2009,4.31608699922421
30031,2010,5.05711069289742
30031,2011,5.11569388747416
30031,2012,7.55506894949929
30031,2013,5.11739946961668
30031,2014,4.46753490770101
30031,2015,5.81978903234499
30031,2016,4.15509701407597
30001,2000,6.35567094873083
30001,2001,2.80650889610516
30001,2002,2.48668886638107
30001,2003,3.10066612652694
30001,2004,2.89982442220699
30001,2005,3.51531918438358
30001,2006,3.79265187743261
30001,2007,5.45264641432028
30001,2008,3.1694772480696
30001,2009,2.90240806634467
30001,2010,2.96699619299616
30001,2011,3.73479582105953
30001,2012,6.7351116391199
30001,2013,3.66001957790116
30001,2014,2.92544503644392
30001,2015,4.03508733404216
30001,2016,2.77767845810001
30063,2000,8.50221435013976
30063,2001,5.36061743467459
30063,2002,4.81131611437069
30063,2003,6.71764801544619
30063,2004,5.18276193742513
30063,2005,5.75201136663743
30063,2006,5.84059180076625
30063,2007,8.3230589035132
30063,2008,5.19834116864032
30063,2009,5.25221675096339
30063,2010,5.92806420231549
30063,2011,6.47805192315201
30063,2012,9.63942472211655
30063,2013,6.36314827898445
30063,2014,5.71514485200175
30063,2015,7.58377680392188
30063,2016,5.15578870815759
30061,2000,6.13152248987979
30061,2001,3.97412668200196
30061,2002,4.17053038605888
30061,2003,5.29301590011213
30061,2004,4.19876709064862
30061,2005,4.13183199774757
30061,2006,4.62398622326692
30061,2007,5.21462986800717
30061,2008,4.05606073526406
30061,2009,4.32451028382193
30061,2010,4.02026869222469
30061,2011,4.74122771549553
30061,2012,6.34806737216668
30061,2013,5.26624333232613
30061,2014,4.54647754385978
30061,2015,6.44990112414141
30061,2016,3.12419040949459
30047,2000,6.34636269401456
30047,2001,3.9831548380679
30047,2002,3.88461010478244
30047,2003,6.16911381386451
30047,2004,4.03171870681135
30047,2005,4.14182980692813
30047,2006,4.77849278372557
30047,2007,6.29685478226843
30047,2008,4.31489783913595
30047,2009,4.90287193605857
30047,2010,6.11298901785616
30047,2011,6.83037197424554
30047,2012,8.16993072041862
30047,2013,6.50626547697117
30047,2014,5.93530381912172
30047,2015,8.13976900646925
30047,2016,5.26005226279728
30081,2000,9.05033534562295
30081,2001,4.70300346201274
30081,2002,4.36848085618121
30081,2003,5.71752753500158
30081,2004,4.81198432678004
30081,2005,5.74263756543454
30081,2006,5.40603514064973
30081,2007,8.26627212886987
30081,2008,4.57490215149712
30081,2009,4.64369591749211
30081,2010,5.24653604565577
30081,2011,6.08985954446833
30081,2012,10.4906240234274
30081,2013,6.01715166674147
30081,2014,5.37611238375092
30081,2015,6.76469574669741
30081,2016,4.90868858560949
30089,2000,5.08830399607205
30089,2001,3.49471477445521
30089,2002,3.66969262109418
30089,2003,5.28475390052664
30089,2004,3.79801058318794
30089,2005,3.47261403138452
30089,2006,4.17537040197614
30089,2007,4.8258207576144
30089,2008,3.71760172797007
30089,2009,4.13531852558624
30089,2010,4.32060249308461
30089,2011,5.01955155717061
30089,2012,6.3630555817887
30089,2013,5.39855886172901
30089,2014,4.37806024925086
30089,2015,6.31325368312805
30089,2016,3.58532579780124
30039,2000,6.98086463062523
30039,2001,2.72115320642601
30039,2002,2.65863389601093
30039,2003,3.87507149673925
30039,2004,2.80394701955372
30039,2005,3.6443110045241
30039,2006,3.67662430563429
30039,2007,6.55348868513353
30039,2008,3.29604519627444
30039,2009,3.27574189427667
30039,2010,3.83464009465375
30039,2011,4.68017395269336
30039,2012,6.8192814001395
30039,2013,3.97348151889301
30039,2014,3.84626113969805
30039,2015,4.8905438345456
30039,2016,3.54756180655697
30029,2000,5.42789215344823
30029,2001,4.43626404095401
30029,2002,4.3368673360279
30029,2003,6.49614755856471
30029,2004,4.40715166991822
30029,2005,4.09834644909425
30029,2006,4.75655696201688
30029,2007,5.77977906958704
30029,2008,4.4272950102753
30029,2009,4.56809088408283
30029,2010,4.73800493287811
30029,2011,5.55298044904129
30029,2012,6.18756287539228
30029,2013,5.54509599559957
30029,2014,5.09316139569755
30029,2015,7.22572328260896
30029,2016,4.48671574840098
30053,2000,3.8173305215775
30053,2001,3.44067684981141
30053,2002,3.74947754116924
30053,2003,5.5272102774106
30053,2004,3.99647163387734
30053,2005,3.29681015640622
30053,2006,3.95273312668501
30053,2007,4.23453713976844
30053,2008,3.49596747372805
30053,2009,3.64214850063311
30053,2010,3.35613915529486
30053,2011,3.84911884610373
30053,2012,4.12729673791468
30053,2013,4.18468634570937
30053,2014,3.65529510665397
30053,2015,5.71483949609845
30053,2016,3.11869476738583
17111,2000,10.9642648219431
17111,2001,12.5391293566172
17111,2002,11.1100557144426
17111,2003,10.8638346469876
17111,2004,9.66226065431181
17111,2005,11.9443304194375
17111,2006,10.204808030228
17111,2007,10.763338126874
17111,2008,10.5447141381201
17111,2009,10.3910340564636
17111,2010,9.12261850442679
17111,2011,9.31563463994181
17111,2012,8.87949969178601
17111,2013,8.37132432546026
17111,2014,8.91403195898754
17111,2015,8.23816532541994
17111,2016,7.33827267365531
17097,2000,13.2373843626356
17097,2001,14.5688659740406
17097,2002,13.0086143377297
17097,2003,12.6721643376609
17097,2004,11.5088248881233
17097,2005,13.7543068826353
17097,2006,11.8971643822935
17097,2007,12.6323216990407
17097,2008,11.7000225730127
17097,2009,11.5384095556752
17097,2010,10.6418733398887
17097,2011,11.0335867511757
17097,2012,10.6403132666933
17097,2013,9.71196821368771
17097,2014,10.1233783862159
17097,2015,9.27376728896853
17097,2016,8.5690751640011
17031,2000,16.466590927983
17031,2001,17.126526762153
17031,2002,15.4372794470721
17031,2003,14.7191891300126
17031,2004,13.6476936918411
17031,2005,15.997850117274
17031,2006,13.8785515494127
17031,2007,14.3463396281272
17031,2008,12.787460048311
17031,2009,12.5455366041492
17031,2010,12.9356572984442
17031,2011,12.6047904361312
17031,2012,11.9803001290791
17031,2013,10.9705338108242
17031,2014,11.6350839663631
17031,2015,10.7243242705126
17031,2016,9.49156226359826
17043,2000,15.3843577509774
17043,2001,16.1981714514827
17043,2002,14.440693413325
17043,2003,13.7340153194107
17043,2004,12.7575746902369
17043,2005,14.928971746518
17043,2006,13.0016832965285
17043,2007,13.4117370505957
17043,2008,12.230743707452
17043,2009,12.0702862612687
17043,2010,12.1375496232339
17043,2011,11.8103633069361
17043,2012,10.9685074973696
17043,2013,10.2033049309161
17043,2014,11.0909395287736
17043,2015,10.499968979921
17043,2016,8.99586976135754
17089,2000,12.5107990572737
17089,2001,13.9615562760734
17089,2002,12.1329565228312
17089,2003,11.7437442806402
17089,2004,10.4296153154332
17089,2005,12.865952708388
17089,2006,10.9161845853552
17089,2007,11.7949671400364
17089,2008,11.2097581045838
17089,2009,11.0489922252085
17089,2010,10.5006652431591
17089,2011,10.1205902517
17089,2012,9.51502191708713
17089,2013,9.17673653638163
17089,2014,10.2372002893359
17089,2015,9.13940625388742
17089,2016,8.2037243806708
17037,2000,10.4024425497312
17037,2001,11.9086148195196
17037,2002,10.411939393193
17037,2003,10.3761018892065
17037,2004,8.74822141583506
17037,2005,11.5073762363765
17037,2006,9.14785355886512
17037,2007,10.7757378755605
17037,2008,10.2903825985869
17037,2009,9.87209631318811
17037,2010,9.3906979064356
17037,2011,8.34859934403234
17037,2012,7.8787549184088
17037,2013,8.02296895150898
17037,2014,9.10130036597113
17037,2015,7.97840417658494
17037,2016,7.23896200616656
17141,2000,10.0556845796995
17141,2001,11.5549980060662
17141,2002,10.1021923352178
17141,2003,10.2239647494203
17141,2004,8.39678780847974
17141,2005,11.4053186920495
17141,2006,8.85338341798904
17141,2007,10.9774116938951
17141,2008,10.3204218836495
17141,2009,10.0244593459335
17141,2010,9.38927478265529
17141,2011,8.73837482481604
17141,2012,7.92486729850199
17141,2013,7.91543645454845
17141,2014,8.72517160182442
17141,2015,8.05689299151672
17141,2016,7.4948685838235
17197,2000,13.2360816332552
17197,2001,14.3407214543441
17197,2002,12.5286219591318
17197,2003,12.3023727762877
17197,2004,10.8519599083458
17197,2005,13.2201117565607
17197,2006,10.9317857133167
17197,2007,12.421858522183
17197,2008,11.1250158641671
17197,2009,11.2121834965399
17197,2010,11.9962849175615
17197,2011,9.84796962761035
17197,2012,9.41968569393334
17197,2013,9.26943786729912
17197,2014,10.8554432914196
17197,2015,9.74006758730265
17197,2016,8.65220428565841
17063,2000,11.8308552017775
17063,2001,12.8881329920168
17063,2002,10.8151975657401
17063,2003,10.8590975575914
17063,2004,9.69530898583384
17063,2005,12.106155561439
17063,2006,9.31014172506105
17063,2007,10.8689230870993
17063,2008,10.0884108458426
17063,2009,10.0231951411054
17063,2010,11.6401185303122
17063,2011,8.89585182171417
17063,2012,7.52893568414218
17063,2013,8.43595171559029
17063,2014,9.68995599678023
17063,2015,8.72256103026551
17063,2016,7.5441918537374
17105,2000,11.2119396066184
17105,2001,12.3999772522054
17105,2002,10.7055054927497
17105,2003,10.1913027341958
17105,2004,8.9362288087091
17105,2005,11.4598794906404
17105,2006,9.05560951217858
17105,2007,11.0814701639995
17105,2008,9.59403157804928
17105,2009,9.51780349076865
17105,2010,11.3319259196908
17105,2011,8.20122506602039
17105,2012,6.92058099654857
17105,2013,7.63851342758162
17105,2014,8.92290643945141
17105,2015,8.16569612316969
17105,2016,6.63998172588774
17093,2000,11.3038212800359
17093,2001,12.6453355152474
17093,2002,10.6707545331826
17093,2003,11.1033953635323
17093,2004,9.27554808710783
17093,2005,12.0036024406853
17093,2006,9.42846391432431
17093,2007,11.1676166014932
17093,2008,10.2913653557535
17093,2009,10.2762123245823
17093,2010,10.3359239520348
17093,2011,8.90719114551481
17093,2012,8.21837369033924
17093,2013,8.37147538625043
17093,2014,9.85313516997048
17093,2015,8.80731774989738
17093,2016,7.96962640423612
17099,2000,10.7692689594056
17099,2001,12.3286595621178
17099,2002,10.2989761584407
17099,2003,10.4802861357861
17099,2004,8.94723571038153
17099,2005,11.8559650231372
17099,2006,9.15829072467207
17099,2007,10.8229412961972
17099,2008,10.3196478356959
17099,2009,9.8926365316
17099,2010,11.1180406351593
17099,2011,8.5782594601442
17099,2012,7.65193351170107
17099,2013,7.95218182854662
17099,2014,9.19529524960858
17099,2015,8.19497075016867
17099,2016,7.0258683875486
17103,2000,10.178043855973
17103,2001,11.7118099218121
17103,2002,10.026810568474
17103,2003,10.3557140706785
17103,2004,8.57094843605095
17103,2005,11.8314266498444
17103,2006,9.04997378261408
17103,2007,10.9630501407148
17103,2008,10.3017409069759
17103,2009,9.84134473727112
17103,2010,10.0375729453137
17103,2011,8.48040803369443
17103,2012,7.95700705986192
17103,2013,7.65561413175364
17103,2014,8.9057476802737
17103,2015,7.97453115822493
17103,2016,7.25796601912483
17091,2000,12.615591929095
17091,2001,13.660954185291
17091,2002,11.4823259453912
17091,2003,11.2729678403541
17091,2004,9.58377763266966
17091,2005,12.0462720606209
17091,2006,9.37095961779912
17091,2007,11.220416015065
17091,2008,10.0670967707684
17091,2009,10.1040434993722
17091,2010,12.1317823799447
17091,2011,8.83843789028001
17091,2012,7.35150411160425
17091,2013,8.21522448307507
17091,2014,10.0562858121833
17091,2015,8.8191607169219
17091,2016,7.4305875905588
17075,2000,12.9478852190113
17075,2001,13.6920634469741
17075,2002,11.9385181546035
17075,2003,10.8837586034357
17075,2004,9.51732111527559
17075,2005,12.0810232460508
17075,2006,9.59029269018669
17075,2007,11.5793274160966
17075,2008,9.89115435884676
17075,2009,9.82543663718046
17075,2010,11.9440376389208
17075,2011,8.6832148760462
17075,2012,7.17000309524204
17075,2013,7.89554912911541
17075,2014,10.1492485948267
17075,2015,8.76501699248084
17075,2016,7.15517448861871
17053,2000,11.791803397955
17053,2001,12.3952973637704
17053,2002,11.0193955328345
17053,2003,10.3089768030982
17053,2004,9.06993164927882
17053,2005,11.6838285073053
17053,2006,9.39565913687832
17053,2007,11.1081673686638
17053,2008,9.65445648338149
17053,2009,9.48150821892239
17053,2010,11.2151413598798
17053,2011,8.20335865199839
17053,2012,6.86411324619721
17053,2013,7.4213311520773
17053,2014,9.37966012637986
17053,2015,8.29500034900821
17053,2016,6.76516736885332
17183,2000,12.6940035889949
17183,2001,13.4322773366908
17183,2002,12.274531671142
17183,2003,11.1557428709216
17183,2004,10.3700641659027
17183,2005,12.7169838113917
17183,2006,10.5026608000203
17183,2007,12.0147056415869
17183,2008,10.3633767807447
17183,2009,9.98262383916838
17183,2010,11.7423735053685
17183,2011,9.34530640603709
17183,2012,7.80906855980299
17183,2013,8.15656238089012
17183,2014,10.459747210498
17183,2015,9.01505732323749
17183,2016,7.53668916091561
17019,2000,12.7730041555231
17019,2001,12.8227286850155
17019,2002,11.9774901935007
17019,2003,11.0328132599254
17019,2004,10.2985798469948
17019,2005,12.8441678557897
17019,2006,10.5768970942233
17019,2007,11.7343778329937
17019,2008,10.4059226965551
17019,2009,10.2381354995947
17019,2010,11.5419209822206
17019,2011,9.35537671043295
17019,2012,8.14815989094412
17019,2013,7.98655248964786
17019,2014,9.96525113656067
17019,2015,8.50612170878967
17019,2016,7.59254696063943
17085,2000,9.41242381677748
17085,2001,10.6499892217538
17085,2002,9.90774415089836
17085,2003,10.7910310869887
17085,2004,8.34648056929732
17085,2005,10.7625216399009
17085,2006,8.83999621179282
17085,2007,10.3386834739553
17085,2008,10.2148425109013
17085,2009,9.68353766359874
17085,2010,9.07865830124677
17085,2011,8.90484589413646
17085,2012,8.18084876617791
17085,2013,8.44992227269449
17085,2014,7.96181112648319
17085,2015,7.31207163285793
17085,2016,6.56735068779529
17007,2000,9.81206014327315
17007,2001,11.3542947559082
17007,2002,10.2226082921786
17007,2003,10.0884606902935
17007,2004,8.56382592552766
17007,2005,11.1649010715493
17007,2006,9.24925997689113
17007,2007,10.3649929758175
17007,2008,10.1156729864842
17007,2009,9.82540877779363
17007,2010,8.5863195312496
17007,2011,8.59347090920323
17007,2012,8.0920237873315
17007,2013,8.14074658355002
17007,2014,8.20539599504938
17007,2015,7.62301485781937
17007,2016,6.93188371503599
17177,2000,9.90690567423462
17177,2001,10.8853293818418
17177,2002,10.0777544224607
17177,2003,10.646124522211
17177,2004,8.57380981905989
17177,2005,11.0962074244479
17177,2006,8.95440406950445
17177,2007,10.5599207246644
17177,2008,10.5041731401628
17177,2009,10.5734750982476
17177,2010,9.15870211424612
17177,2011,9.00243270022094
17177,2012,8.30622550065282
17177,2013,8.28129138716937
17177,2014,8.24486052509957
17177,2015,7.75384062389641
17177,2016,7.11478670552356
17015,2000,10.033614223247
17015,2001,11.140597201999
17015,2002,10.1409464767896
17015,2003,10.8903308467919
17015,2004,8.66525205834232
17015,2005,11.5102604244888
17015,2006,9.0920186632691
17015,2007,11.050479084234
17015,2008,10.5826210065864
17015,2009,10.6782182797313
17015,2010,9.9048857597483
17015,2011,9.48032390685605
17015,2012,8.35717201261808
17015,2013,8.59304984439509
17015,2014,8.48269866873658
17015,2015,8.13259837596776
17015,2016,7.54099927298079
17201,2000,11.7933146407564
17201,2001,12.9486881721154
17201,2002,11.5133604916101
17201,2003,11.4884389584009
17201,2004,9.87458502782761
17201,2005,12.7169071619966
17201,2006,10.6945987672364
17201,2007,11.6504332466718
17201,2008,11.2032715954285
17201,2009,10.6141510991962
17201,2010,10.200876688144
17201,2011,10.1297952421347
17201,2012,9.42015515069128
17201,2013,9.15887443270518
17201,2014,9.38349641233084
17201,2015,8.64701338472423
17201,2016,7.93392058786549
17195,2000,10.2812083322376
17195,2001,11.9157988792592
17195,2002,10.2893874493791
17195,2003,10.9898863215139
17195,2004,8.68371250723625
17195,2005,12.013878190687
17195,2006,9.47727250117173
17195,2007,11.6205674674077
17195,2008,10.810022659775
17195,2009,10.5846521349765
17195,2010,11.0365928551828
17195,2011,9.64321831912678
17195,2012,8.73673066490325
17195,2013,8.80741911892084
17195,2014,9.16838451984898
17195,2015,8.36786921219613
17195,2016,7.70586910524777
17161,2000,10.9657490850966
17161,2001,12.3160214928549
17161,2002,11.110007581673
17161,2003,11.6620831733486
17161,2004,9.81043811078625
17161,2005,12.6150664697409
17161,2006,10.0334840262716
17161,2007,12.3432312296236
17161,2008,11.3248574873573
17161,2009,10.7514709411518
17161,2010,12.4823951453889
17161,2011,10.6365107921442
17161,2012,9.90499786661339
17161,2013,9.88894887056058
17161,2014,9.52430074140829
17161,2015,8.91969843556508
17161,2016,7.81607917044436
17131,2000,9.61761779281821
17131,2001,11.0518835288283
17131,2002,10.2628940584134
17131,2003,10.3784193207011
17131,2004,8.85945625587461
17131,2005,11.982755216963
17131,2006,8.70311109194796
17131,2007,11.3727254594326
17131,2008,10.1896198474762
17131,2009,9.8675400488078
17131,2010,11.6063355562545
17131,2011,9.88094159541349
17131,2012,8.56240905587612
17131,2013,9.01145377278126
17131,2014,8.49414559227638
17131,2015,8.0883447746239
17131,2016,6.81190972365818
17073,2000,9.62163844479332
17073,2001,11.5866015262375
17073,2002,10.1528045313007
17073,2003,10.516863231806
17073,2004,8.87641665368349
17073,2005,11.8261360276835
17073,2006,8.86563749401725
17073,2007,11.3697345988975
17073,2008,10.4924985902852
17073,2009,9.75562068863517
17073,2010,11.287793878163
17073,2011,9.48292338238528
17073,2012,8.46106203555792
17073,2013,8.56973770304646
17073,2014,8.59376320437972
17073,2015,8.0309436674966
17073,2016,6.97467845461248
17011,2000,10.2127149749002
17011,2001,12.2696038625349
17011,2002,10.1299126010491
17011,2003,10.6214893835062
17011,2004,8.65015625987276
17011,2005,12.1073988957741
17011,2006,9.04134324596236
17011,2007,11.0727654816632
17011,2008,10.3951030136307
17011,2009,9.91771198864143
17011,2010,10.9634635882675
17011,2011,9.25410711426771
17011,2012,8.10200185750099
17011,2013,7.85982380435333
17011,2014,8.96663587359091
17011,2015,8.00712657321733
17011,2016,6.93652312801118
17155,2000,10.0407280783065
17155,2001,12.0847406932855
17155,2002,10.2395478752593
17155,2003,10.1181712959596
17155,2004,8.46722474655863
17155,2005,11.6075885511476
17155,2006,8.746490700488
17155,2007,10.560149971937
17155,2008,10.0236669525215
17155,2009,9.49955724368687
17155,2010,11.1653894131978
17155,2011,8.8948520528114
17155,2012,7.73382936420842
17155,2013,7.80269600819121
17155,2014,8.8898746525547
17155,2015,7.80120760707888
17155,2016,6.58444896591626
17123,2000,9.94765142833046
17123,2001,11.7243894569086
17123,2002,10.095988652346
17123,2003,9.9242423692808
17123,2004,8.49482678419723
17123,2005,11.388637653191
17123,2006,8.79722400186964
17123,2007,10.6330999678654
17123,2008,9.81256231497017
17123,2009,9.40043356658492
17123,2010,10.9903193765897
17123,2011,8.5992307840301
17123,2012,7.29321244450901
17123,2013,7.45389858802214
17123,2014,8.61238803293912
17123,2015,7.66578900140883
17123,2016,6.48744613365295
17095,2000,9.42928865632473
17095,2001,11.4146757397749
17095,2002,10.1887689270278
17095,2003,10.079669280215
17095,2004,8.69801545481572
17095,2005,11.6174726539898
17095,2006,8.64947423875951
17095,2007,11.0159943870214
17095,2008,9.97249952445356
17095,2009,9.31469390390319
17095,2010,10.9191675392718
17095,2011,9.37216355515093
17095,2012,7.64422491009773
17095,2013,8.08932389585951
17095,2014,8.20910778992827
17095,2015,7.79749959493492
17095,2016,6.71962749660067
17109,2000,9.51030651465261
17109,2001,10.411520826201
17109,2002,9.94340023949964
17109,2003,9.83322313424792
17109,2004,8.14091537103088
17109,2005,11.4611600175667
17109,2006,8.53748226719228
17109,2007,10.3866157857767
17109,2008,9.65566447573862
17109,2009,8.96968425311794
17109,2010,10.1030699548745
17109,2011,8.79272020023373
17109,2012,6.97964414746336
17109,2013,7.6884245676045
17109,2014,7.5537450421925
17109,2015,7.3251252099157
17109,2016,6.16849515218949
17057,2000,9.49084785595348
17057,2001,10.8917681328686
17057,2002,10.3744393814383
17057,2003,9.89719888046453
17057,2004,8.37613211867335
17057,2005,11.5162885328021
17057,2006,8.50415080670465
17057,2007,10.573236688636
17057,2008,9.77758192134018
17057,2009,8.96068035476102
17057,2010,10.3400547043391
17057,2011,9.00233280378183
17057,2012,6.8803351251995
17057,2013,7.60782023676791
17057,2014,7.72721840143258
17057,2015,7.14674900259014
17057,2016,6.55037702451521
17187,2000,9.48854858065237
17187,2001,10.5833611582432
17187,2002,9.95780609151316
17187,2003,9.92311717681445
17187,2004,8.52788912759273
17187,2005,11.6309915643477
17187,2006,8.57925855521919
17187,2007,10.8072770101274
17187,2008,9.83366483497493
17187,2009,9.37450841865945
17187,2010,10.8041450372408
17187,2011,9.20486248433916
17187,2012,7.58107180031365
17187,2013,8.16283176586623
17187,2014,7.88224986280506
17187,2015,7.74760222531277
17187,2016,6.5536553328132
17071,2000,9.76507302622254
17071,2001,10.6298766589024
17071,2002,9.94414136200251
17071,2003,10.0141810447084
17071,2004,8.7528957140249
17071,2005,11.6339729520803
17071,2006,8.61745921313751
17071,2007,10.801782349393
17071,2008,9.72305883473849
17071,2009,9.15915501170066
17071,2010,10.6089830320785
17071,2011,9.15954312473239
17071,2012,7.70899200441903
17071,2013,8.27776855866673
17071,2014,7.83479851380332
17071,2015,7.6018222958595
17071,2016,6.45292093851781
17175,2000,9.72481449249937
17175,2001,11.7190735964587
17175,2002,10.2506836568477
17175,2003,10.1401061350217
17175,2004,8.40884064376401
17175,2005,11.5711924020983
17175,2006,8.68107298229806
17175,2007,10.7780931199088
17175,2008,10.0210127722092
17175,2009,9.2311534709097
17175,2010,10.7836986850627
17175,2011,9.30226691472007
17175,2012,7.52308454460528
17175,2013,7.71532538894637
17175,2014,8.37604109832729
17175,2015,7.974045278749
17175,2016,6.70873293510709
17067,2000,9.60645003152549
17067,2001,10.289294041464
17067,2002,9.9693320046849
17067,2003,9.74588172233746
17067,2004,8.54225700309096
17067,2005,11.4173536980399
17067,2006,8.4941084429641
17067,2007,10.150999083194
17067,2008,9.29731147159156
17067,2009,8.65283437248059
17067,2010,9.9179818991209
17067,2011,8.55023594206401
17067,2012,6.76202994562017
17067,2013,7.79979943846891
17067,2014,7.47661260717382
17067,2015,7.23756756165174
17067,2016,5.83662803738684
17143,2000,12.3542917486779
17143,2001,13.3338032164906
17143,2002,12.4417635062513
17143,2003,11.6824840384403
17143,2004,10.7160543142776
17143,2005,13.3931706682325
17143,2006,10.7283217959182
17143,2007,12.696013794538
17143,2008,11.3772447079046
17143,2009,10.6911396153842
17143,2010,12.6583080278264
17143,2011,10.7192816388829
17143,2012,9.24224806690254
17143,2013,8.97189042641711
17143,2014,9.55318125942622
17143,2015,8.62574320449907
17143,2016,7.81520136655649
17169,2000,10.0611911840243
17169,2001,10.3090682218282
17169,2002,10.29438276855
17169,2003,9.88389289288958
17169,2004,8.07489458502575
17169,2005,11.0900474381574
17169,2006,8.83569535511278
17169,2007,10.1675642198387
17169,2008,9.77446231113482
17169,2009,8.46609839210405
17169,2010,10.0166335969433
17169,2011,8.40762983675642
17169,2012,6.77826592128937
17169,2013,7.51925612252306
17169,2014,7.30027179063616
17169,2015,6.9505138504719
17169,2016,5.88383737509004
17203,2000,10.0911772700298
17203,2001,11.3304017969193
17203,2002,10.5194110811027
17203,2003,9.99286625433106
17203,2004,8.6389104838617
17203,2005,11.4958654244175
17203,2006,8.89644947917491
17203,2007,10.8008082383539
17203,2008,9.73591847529325
17203,2009,9.32302583091327
17203,2010,11.0174388748033
17203,2011,8.23783140154622
17203,2012,6.94026306515923
17203,2013,7.28072345153672
17203,2014,8.43098388364849
17203,2015,7.59317506167096
17203,2016,6.46192843561862
17125,2000,10.6949624759523
17125,2001,11.3871110035097
17125,2002,10.7453326906073
17125,2003,10.3728799607694
17125,2004,8.85709289834807
17125,2005,11.5990171080145
17125,2006,9.07068355911203
17125,2007,10.6625706504992
17125,2008,10.1595407419612
17125,2009,9.51547599477968
17125,2010,10.7427602482297
17125,2011,8.8585566908084
17125,2012,6.98449255663766
17125,2013,7.71717114882643
17125,2014,7.98918833563056
17125,2015,7.47783160458375
17125,2016,6.80899336194717
17179,2000,10.9435111681779
17179,2001,11.9276514073223
17179,2002,11.351336364368
17179,2003,10.8034292020949
17179,2004,9.45265311156909
17179,2005,12.1510942534585
17179,2006,9.5056903279363
17179,2007,11.4373027160058
17179,2008,10.3436452507853
17179,2009,9.94933867275437
17179,2010,11.4255110315066
17179,2011,9.36562570189189
17179,2012,7.71469896856671
17179,2013,7.82447209772559
17179,2014,8.55500201775715
17179,2015,7.73190246362425
17179,2016,6.96500117996977
17113,2000,11.0324137627943
17113,2001,11.9430829748099
17113,2002,11.3065477125052
17113,2003,10.5137905078872
17113,2004,9.46677311646124
17113,2005,11.8440030344234
17113,2006,9.67983434438456
17113,2007,11.2812876721911
17113,2008,10.0774228390273
17113,2009,9.74422821739582
17113,2010,11.0984303758942
17113,2011,8.76939272329073
17113,2012,7.38556158856816
17113,2013,7.45067439395654
17113,2014,8.8121734868474
17113,2015,8.13669781505345
17113,2016,6.88951639227771
17107,2000,10.9288750433058
17107,2001,11.9318829434841
17107,2002,10.9427131711295
17107,2003,10.3990212583049
17107,2004,9.41658353687239
17107,2005,11.7147579487904
17107,2006,9.42714610585423
17107,2007,10.8817171040036
17107,2008,10.4456829016243
17107,2009,10.0102767242465
17107,2010,10.6216637162249
17107,2011,8.74624111025707
17107,2012,7.26115369875747
17107,2013,7.66476367798935
17107,2014,8.87794865656373
17107,2015,7.74483800712571
17107,2016,7.00063301744952
17039,2000,10.7311653061173
17039,2001,11.8032110575447
17039,2002,10.6474193109135
17039,2003,10.2139365575608
17039,2004,9.1743546526369
17039,2005,11.575092724964
17039,2006,9.56895828526175
17039,2007,10.9231605471025
17039,2008,9.96524229311976
17039,2009,9.66197151945487
17039,2010,10.2688593647402
17039,2011,8.39832903832555
17039,2012,7.24289897249882
17039,2013,7.03348684628437
17039,2014,8.6540938621848
17039,2015,7.64205868863328
17039,2016,6.68804406050249
17115,2000,11.5587023110332
17115,2001,12.3390518816817
17115,2002,11.3680974271977
17115,2003,11.0140086630197
17115,2004,10.0463240440364
17115,2005,12.5904461368318
17115,2006,10.2297312942934
17115,2007,11.6063155988693
17115,2008,10.7087864048104
17115,2009,10.4942191746075
17115,2010,11.0988657624548
17115,2011,9.23901092898536
17115,2012,7.97912441252609
17115,2013,7.88150136700065
17115,2014,9.2271331043596
17115,2015,8.07913385589325
17115,2016,7.40258405747758
17147,2000,11.1237797792611
17147,2001,11.8875934125634
17147,2002,10.8145324508552
17147,2003,10.3390967318029
17147,2004,9.44916519723894
17147,2005,12.2533337779294
17147,2006,9.74769824445859
17147,2007,11.13599060009
17147,2008,9.9971677165971
17147,2009,9.96985178446314
17147,2010,10.5928932907508
17147,2011,8.84817967548089
17147,2012,7.57012320178874
17147,2013,7.38020594498172
17147,2014,9.01312949176656
17147,2015,7.94116119024448
17147,2016,7.07758255390678
17041,2000,12.3689627652102
17041,2001,12.3709144434464
17041,2002,11.4486091361677
17041,2003,10.9257836824532
17041,2004,10.1338466511976
17041,2005,13.2231048748304
17041,2006,10.3486120300052
17041,2007,11.5619397484496
17041,2008,10.0439477937773
17041,2009,10.3790977885499
17041,2010,11.3200969204628
17041,2011,9.35215255458739
17041,2012,7.85662803201611
17041,2013,8.02799494137634
17041,2014,9.86296528304483
17041,2015,8.377031427791
17041,2016,7.83966549228979
17139,2000,11.8577031932482
17139,2001,11.9616789122496
17139,2002,10.8559880932324
17139,2003,10.7779664336601
17139,2004,9.73548885523119
17139,2005,13.0277783911839
17139,2006,10.0726636777752
17139,2007,11.174949510194
