"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Linn County, MO"	"29115"	3250	232709	1396.6	902.6	0.0%
	"Livingston County, MO"	"29117"	3495	267426	1306.9	843.4	0.0%
	"McDonald County, MO"	"29119"	3772	405424	930.4	986.2	0.0%
	"Macon County, MO"	"29121"	3736	279387	1337.2	868.8	0.0%
	"Madison County, MO"	"29123"	2922	218779	1335.6	997.5	0.0%
	"Maries County, MO"	"29125"	1739	162580	1069.6	861.6	0.0%
	"Marion County, MO"	"29127"	6145	513526	1196.6	894.2	0.0%
	"Mercer County, MO"	"29129"	783	67007	1168.5	740.2	0.0%
	"Miller County, MO"	"29131"	4892	441942	1106.9	900.9	0.0%
	"Mississippi County, MO"	"29133"	3207	250612	1279.7	1060.5	0.0%
	"Moniteau County, MO"	"29135"	2662	277007	961.0	831.0	0.0%
	"Monroe County, MO"	"29137"	1838	162172	1133.4	794.6	0.0%
	"Montgomery County, MO"	"29139"	2870	217657	1318.6	911.5	0.0%
	"Morgan County, MO"	"29141"	4943	362152	1364.9	943.6	0.0%
	"New Madrid County, MO"	"29143"	4412	340525	1295.6	1051.1	0.0%
	"Newton County, MO"	"29145"	10283	1016789	1011.3	878.7	0.0%
	"Nodaway County, MO"	"29147"	3492	409295	853.2	744.4	0.0%
	"Oregon County, MO"	"29149"	2490	192010	1296.8	922.0	0.0%
	"Osage County, MO"	"29151"	2286	243560	938.6	774.4	0.0%
	"Ozark County, MO"	"29153"	2292	172024	1332.4	928.0	0.0%
	"Pemiscot County, MO"	"29155"	4348	337299	1289.1	1132.9	0.0%
	"Perry County, MO"	"29157"	3470	337363	1028.6	794.8	0.0%
	"Pettis County, MO"	"29159"	7440	738616	1007.3	843.3	0.0%
	"Phelps County, MO"	"29161"	7751	780204	993.5	911.4	0.0%
	"Pike County, MO"	"29163"	3575	332755	1074.4	884.5	0.0%
	"Platte County, MO"	"29165"	9828	1543527	636.7	698.7	0.0%
	"Polk County, MO"	"29167"	5812	535691	1085.0	897.7	0.0%
	"Pulaski County, MO"	"29169"	5172	868429	595.6	948.5	0.0%
	"Putnam County, MO"	"29171"	1240	90762	1366.2	869.2	0.0%
	"Ralls County, MO"	"29173"	1625	180184	901.9	759.6	0.0%
	"Randolph County, MO"	"29175"	5041	452469	1114.1	951.3	0.0%
	"Ray County, MO"	"29177"	4334	420933	1029.6	922.7	0.0%
	"Reynolds County, MO"	"29179"	1478	119371	1238.2	942.2	0.0%
	"Ripley County, MO"	"29181"	3312	249713	1326.3	1041.1	0.0%
	"St. Charles County, MO"	"29183"	38364	6136458	625.2	712.1	0.1%
	"St. Clair County, MO"	"29185"	2501	173320	1443.0	878.3	0.0%
	"Ste. Genevieve County, MO"	"29186"	3164	325094	973.3	800.0	0.0%
	"St. Francois County, MO"	"29187"	12944	1123078	1152.5	1021.1	0.0%
	"St. Louis County, MO"	"29189"	171182	18085699	946.5	773.9	0.4%
	"Saline County, MO"	"29195"	4871	417855	1165.7	874.4	0.0%
	"Schuyler County, MO"	"29197"	981	77814	1260.7	842.1	0.0%
	"Scotland County, MO"	"29199"	1154	87768	1314.8	872.9	0.0%
	"Scott County, MO"	"29201"	7593	711151	1067.7	935.7	0.0%
	"Shannon County, MO"	"29203"	1626	149726	1086.0	903.1	0.0%
	"Shelby County, MO"	"29205"	1607	116318	1381.6	856.4	0.0%
	"Stoddard County, MO"	"29207"	6800	538593	1262.5	934.0	0.0%
	"Stone County, MO"	"29209"	6078	554297	1096.5	773.2	0.0%
	"Sullivan County, MO"	"29211"	1508	122085	1235.2	891.4	0.0%
	"Taney County, MO"	"29213"	8547	859371	994.6	817.0	0.0%
	"Texas County, MO"	"29215"	5227	451432	1157.9	857.8	0.0%
	"Vernon County, MO"	"29217"	4422	373423	1184.2	933.9	0.0%
	"Warren County, MO"	"29219"	4496	541732	829.9	781.8	0.0%
	"Washington County, MO"	"29221"	4633	441072	1050.4	1065.6	0.0%
	"Wayne County, MO"	"29223"	3446	240761	1431.3	1020.5	0.0%
	"Webster County, MO"	"29225"	5257	625739	840.1	852.6	0.0%
	"Worth County, MO"	"29227"	566	39592	1429.6	797.7	0.0%
	"Wright County, MO"	"29229"	3958	331175	1195.1	941.0	0.0%
	"St. Louis city, MO"	"29510"	62576	5864347	1067.1	1049.2	0.1%
	"Beaverhead County, MT"	"30001"	1445	164638	877.7	706.7	0.0%
	"Big Horn County, MT"	"30003"	2067	231226	893.9	1087.9	0.0%
	"Blaine County, MT"	"30005"	1233	119433	1032.4	962.2	0.0%
	"Broadwater County, MT"	"30007"	916	92311	992.3	774.7	0.0%
	"Carbon County, MT"	"30009"	1716	179638	955.3	697.1	0.0%
	"Carter County, MT"	"30011"	260	22219	1170.2	681.3	0.0%
	"Cascade County, MT"	"30013"	14008	1455374	962.5	799.7	0.0%
	"Chouteau County, MT"	"30015"	1098	104568	1050.0	745.1	0.0%
	"Custer County, MT"	"30017"	2565	210237	1220.1	863.2	0.0%
	"Daniels County, MT"	"30019"	450	32753	1373.9	677.3	0.0%
	"Dawson County, MT"	"30021"	1868	163144	1145.0	810.9	0.0%
	"Deer Lodge County, MT"	"30023"	2262	166724	1356.7	935.3	0.0%
	"Fallon County, MT"	"30025"	572	51958	1100.9	793.8	0.0%
	"Fergus County, MT"	"30027"	2800	208049	1345.8	799.8	0.0%
	"Flathead County, MT"	"30029"	13616	1556834	874.6	780.6	0.0%
	"Gallatin County, MT"	"30031"	8014	1527531	524.6	642.5	0.0%
	"Garfield County, MT"	"30033"	229	22669	1010.2	659.9	0.0%
	"Glacier County, MT"	"30035"	2192	240799	910.3	1058.5	0.0%
	"Golden Valley County, MT"	"30037"	161	16796	958.6	711.2	0.0%
	"Granite County, MT"	"30039"	510	54745	931.6	632.2	0.0%
	"Hill County, MT"	"30041"	2669	292840	911.4	861.7	0.0%
	"Jefferson County, MT"	"30043"	1633	197025	828.8	842.2	0.0%
	"Judith Basin County, MT"	"30045"	352	38086	924.2	613.9	0.0%
	"Lake County, MT"	"30047"	4867	507017	959.9	799.7	0.0%
	"Lewis and Clark County, MT"	"30049"	9366	1099340	852.0	762.8	0.0%
	"Liberty County, MT"	"30051"	402	41017	980.1	569.0	0.0%
	"Lincoln County, MT"	"30053"	3937	345529	1139.4	849.5	0.0%
	"McCone County, MT"	"30055"	331	31943	1036.2	688.3	0.0%
	"Madison County, MT"	"30057"	1349	133227	1012.6	696.9	0.0%
	"Meagher County, MT"	"30059"	441	34136	1291.9	836.8	0.0%
	"Mineral County, MT"	"30061"	846	73821	1146.0	852.9	0.0%
	"Missoula County, MT"	"30063"	13439	1902124	706.5	749.8	0.0%
	"Musselshell County, MT"	"30065"	1036	80834	1281.6	898.4	0.0%
	"Park County, MT"	"30067"	2653	282807	938.1	733.9	0.0%
	"Petroleum County, MT"	"30069"	65	8879	732.1	564.6	0.0%
	"Phillips County, MT"	"30071"	944	77030	1225.5	787.2	0.0%
	"Pondera County, MT"	"30073"	1303	111840	1165.1	796.1	0.0%
	"Powder River County, MT"	"30075"	360	32109	1121.2	690.7	0.0%
	"Powell County, MT"	"30077"	1313	126212	1040.3	847.8	0.0%
	"Prairie County, MT"	"30079"	311	20825	1493.4	765.1	0.0%
	"Ravalli County, MT"	"30081"	6877	707319	972.3	719.5	0.0%
	"Richland County, MT"	"30083"	1762	180224	977.7	845.6	0.0%
	"Roosevelt County, MT"	"30085"	2194	191439	1146.1	1219.2	0.0%
	"Rosebud County, MT"	"30087"	1402	166465	842.2	932.8	0.0%
	"Sanders County, MT"	"30089"	2237	198863	1124.9	800.3	0.0%
	"Sheridan County, MT"	"30091"	1062	65831	1613.2	863.2	0.0%
	"Silver Bow County, MT"	"30093"	7530	613317	1227.8	936.7	0.0%
	"Stillwater County, MT"	"30095"	1446	159044	909.2	754.6	0.0%
	"Sweet Grass County, MT"	"30097"	721	65657	1098.1	672.6	0.0%
	"Teton County, MT"	"30099"	1168	111126	1051.1	689.5	0.0%
	"Toole County, MT"	"30101"	934	92525	1009.5	821.2	0.0%
	"Treasure County, MT"	"30103"	137	13638	1004.5	615.6	0.0%
	"Valley County, MT"	"30105"	1558	134873	1155.2	757.5	0.0%
	"Wheatland County, MT"	"30107"	439	38504	1140.1	718.8	0.0%
	"Wibaux County, MT"	"30109"	315	18769	1678.3	883.5	0.0%
	"Yellowstone County, MT"	"30111"	23099	2574191	897.3	771.4	0.1%
	"Adams County, NE"	"31001"	5471	560936	975.3	727.5	0.0%
	"Antelope County, NE"	"31003"	1409	123111	1144.5	664.9	0.0%
	"Arthur County, NE"	"31005"	74	8079	916.0	686.0	0.0%
	"Banner County, NE"	"31007"	82	13556	604.9	423.5	0.0%
	"Blaine County, NE"	"31009"	80	9174	872.0	608.0	0.0%
	"Boone County, NE"	"31011"	1230	102212	1203.4	673.3	0.0%
	"Box Butte County, NE"	"31013"	2184	207712	1051.5	803.8	0.0%
	"Boyd County, NE"	"31015"	606	39129	1548.7	725.5	0.0%
	"Brown County, NE"	"31017"	745	58174	1280.6	658.3	0.0%
	"Buffalo County, NE"	"31019"	6126	816626	750.2	715.0	0.0%
	"Burt County, NE"	"31021"	1830	127318	1437.3	790.7	0.0%
	"Butler County, NE"	"31023"	1802	152271	1183.4	756.4	0.0%
	"Cass County, NE"	"31025"	3985	451455	882.7	785.5	0.0%
	"Cedar County, NE"	"31027"	1891	162562	1163.2	653.3	0.0%
	"Chase County, NE"	"31029"	973	71906	1353.2	777.6	0.0%
	"Cherry County, NE"	"31031"	1130	106137	1064.7	690.4	0.0%
	"Cheyenne County, NE"	"31033"	1861	180281	1032.3	769.1	0.0%
	"Clay County, NE"	"31035"	1397	119115	1172.8	798.0	0.0%
	"Colfax County, NE"	"31037"	1638	186992	876.0	673.8	0.0%
	"Cuming County, NE"	"31039"	1959	170283	1150.4	642.0	0.0%
	"Custer County, NE"	"31041"	2630	200483	1311.8	771.4	0.0%
	"Dakota County, NE"	"31043"	2887	369817	780.7	811.6	0.0%
	"Dawes County, NE"	"31045"	1584	164497	962.9	747.4	0.0%
	"Dawson County, NE"	"31047"	3913	434496	900.6	766.2	0.0%
	"Deuel County, NE"	"31049"	470	35743	1314.9	738.5	0.0%
	"Dixon County, NE"	"31051"	1196	107865	1108.8	734.8	0.0%
	"Dodge County, NE"	"31053"	7593	656594	1156.4	772.8	0.0%
	"Douglas County, NE"	"31055"	66843	9078145	736.3	797.8	0.1%
	"Dundy County, NE"	"31057"	555	36851	1506.1	779.2	0.0%
	"Fillmore County, NE"	"31059"	1609	108969	1476.6	785.2	0.0%
	"Franklin County, NE"	"31061"	848	59188	1432.7	773.3	0.0%
	"Frontier County, NE"	"31063"	423	51419	822.7	566.7	0.0%
	"Furnas County, NE"	"31065"	1386	90466	1532.1	825.0	0.0%
	"Gage County, NE"	"31067"	5054	404787	1248.6	788.3	0.0%
	"Garden County, NE"	"31069"	613	37765	1623.2	819.9	0.0%
	"Garfield County, NE"	"31071"	587	35587	1649.5	772.6	0.0%
	"Gosper County, NE"	"31073"	453	36962	1225.6	736.0	0.0%
	"Grant County, NE"	"31075"	85	12003	708.2	675.7	0.0%
	"Greeley County, NE"	"31077"	599	46195	1296.7	691.7	0.0%
	"Hall County, NE"	"31079"	9304	1026717	906.2	786.8	0.0%
	"Hamilton County, NE"	"31081"	1631	165884	983.2	721.2	0.0%
	"Harlan County, NE"	"31083"	826	63974	1291.1	717.0	0.0%
	"Hayes County, NE"	"31085"	126	18080	696.9	502.9	0.0%
	"Hitchcock County, NE"	"31087"	747	53300	1401.5	809.5	0.0%
	"Holt County, NE"	"31089"	2343	193251	1212.4	706.9	0.0%
	"Hooker County, NE"	"31091"	232	13306	1743.6	670.9	0.0%
	"Howard County, NE"	"31093"	1221	115077	1061.0	714.4	0.0%
	"Jefferson County, NE"	"31095"	2000	140392	1424.6	766.6	0.0%
	"Johnson County, NE"	"31097"	1057	91207	1158.9	735.1	0.0%
	"Kearney County, NE"	"31099"	1288	119736	1075.7	734.4	0.0%
	"Keith County, NE"	"31101"	1732	151249	1145.1	788.3	0.0%
	"Keya Paha County, NE"	"31103"	146	15755	926.7	540.3	0.0%
	"Kimball County, NE"	"31105"	949	69562	1364.3	828.2	0.0%
	"Knox County, NE"	"31107"	2250	159214	1413.2	771.5	0.0%
	"Lancaster County, NE"	"31109"	33038	5002269	660.5	705.7	0.1%
	"Lincoln County, NE"	"31111"	6252	639703	977.3	768.7	0.0%
	"Logan County, NE"	"31113"	140	13666	1024.4	778.5	0.0%
	"Loup County, NE"	"31115"	104	11643	893.2	615.3	0.0%
	"McPherson County, NE"	"31117"	63	9479	664.6	431.9	0.0%
	"Madison County, NE"	"31119"	6309	633398	996.1	776.5	0.0%
	"Merrick County, NE"	"31121"	1512	142161	1063.6	741.3	0.0%
	"Morrill County, NE"	"31123"	1066	91372	1166.7	819.8	0.0%
	"Nance County, NE"	"31125"	945	68076	1388.2	871.3	0.0%
	"Nemaha County, NE"	"31127"	1541	130638	1179.6	780.5	0.0%
	"Nuckolls County, NE"	"31129"	1248	83651	1491.9	735.1	0.0%
	"Otoe County, NE"	"31131"	3299	282283	1168.7	726.1	0.0%
	"Pawnee County, NE"	"31133"	794	51014	1556.4	736.7	0.0%
	"Perkins County, NE"	"31135"	673	54498	1234.9	687.8	0.0%
	"Phelps County, NE"	"31137"	2016	168913	1193.5	741.5	0.0%
	"Pierce County, NE"	"31139"	1423	133354	1067.1	723.5	0.0%
	"Platte County, NE"	"31141"	4642	572024	811.5	685.2	0.0%
	"Polk County, NE"	"31143"	1162	97530	1191.4	657.9	0.0%
	"Red Willow County, NE"	"31145"	2317	200500	1155.6	757.7	0.0%
	"Richardson County, NE"	"31147"	2381	155478	1531.4	842.1	0.0%
	"Rock County, NE"	"31149"	396	27753	1426.9	728.6	0.0%
	"Saline County, NE"	"31151"	2732	254957	1071.6	779.6	0.0%
	"Sarpy County, NE"	"31153"	12985	2693162	482.1	707.4	0.0%
	"Saunders County, NE"	"31155"	3439	368529	933.2	742.4	0.0%
	"Scotts Bluff County, NE"	"31157"	7602	658626	1154.2	845.3	0.0%
	"Seward County, NE"	"31159"	2989	301308	992.0	752.7	0.0%
	"Sheridan County, NE"	"31161"	1396	101281	1378.3	769.2	0.0%
	"Sherman County, NE"	"31163"	769	57251	1343.2	742.2	0.0%
	"Sioux County, NE"	"31165"	150	24759	605.8	448.9	0.0%
	"Stanton County, NE"	"31167"	875	112350	778.8	663.2	0.0%
	"Thayer County, NE"	"31169"	1540	97631	1577.4	758.7	0.0%
	"Thomas County, NE"	"31171"	121	12331	981.3	673.6	0.0%
	"Thurston County, NE"	"31173"	1334	125671	1061.5	1086.8	0.0%
	"Valley County, NE"	"31175"	1058	78558	1346.8	711.4	0.0%
	"Washington County, NE"	"31177"	2989	357506	836.1	716.3	0.0%
	"Wayne County, NE"	"31179"	1153	172549	668.2	563.5	0.0%
	"Webster County, NE"	"31181"	1103	69125	1595.7	821.9	0.0%
	"Wheeler County, NE"	"31183"	116	14722	787.9	621.0	0.0%
	"York County, NE"	"31185"	2671	252509	1057.8	700.4	0.0%
	"Churchill County, NV"	"32001"	4396	439324	1000.6	932.4	0.0%
	"Clark County, NV"	"32003"	233193	32448616	718.7	816.8	0.5%
	"Douglas County, NV"	"32005"	7109	824535	862.2	645.3	0.0%
	"Elko County, NV"	"32007"	4809	860028	559.2	810.7	0.0%
	"Esmeralda County, NV"	"32009"	214	15381	1391.3	932.4	0.0%
	"Eureka County, NV"	"32011"	242	31979	756.7	782.3	0.0%
	"Humboldt County, NV"	"32013"	2158	289348	745.8	936.9	0.0%
	"Lander County, NV"	"32015"	737	100797	731.2	849.0	0.0%
	"Lincoln County, NV"	"32017"	884	86473	1022.3	873.9	0.0%
	"Lyon County, NV"	"32019"	8279	838149	987.8	910.9	0.0%
	"Mineral County, NV"	"32021"	1397	85717	1629.8	1087.2	0.0%
	"Nye County, NV"	"32023"	10249	724519	1414.6	1026.7	0.0%
	"Pershing County, NV"	"32027"	833	119819	695.2	802.4	0.0%
	"Storey County, NV"	"32029"	427	68021	627.7	507.7	0.0%
	"Washoe County, NV"	"32031"	56842	7222001	787.1	831.4	0.1%
	"White Pine County, NV"	"32033"	1715	171166	1002.0	886.8	0.0%
	"Carson City, NV"	"32510"	11798	983320	1199.8	940.9	0.0%
	"Belknap County, NH"	"33001"	10998	1070915	1027.0	789.8	0.0%
	"Carroll County, NH"	"33003"	8586	838287	1024.2	695.1	0.0%
	"Cheshire County, NH"	"33005"	12095	1372405	881.3	751.1	0.0%
	"Coos County, NH"	"33007"	7528	594270	1266.8	850.6	0.0%
	"Grafton County, NH"	"33009"	13145	1560987	842.1	684.5	0.0%
	"Hillsborough County, NH"	"33011"	52505	7140546	735.3	735.7	0.1%
	"Merrimack County, NH"	"33013"	22033	2600734	847.2	737.5	0.0%
	"Rockingham County, NH"	"33015"	37188	5259424	707.1	710.9	0.1%
	"Strafford County, NH"	"33017"	16443	2171259	757.3	769.8	0.0%
	"Sullivan County, NH"	"33019"	7479	767430	974.6	764.4	0.0%
	"Atlantic County, NJ"	"34001"	46971	4830144	972.5	866.3	0.1%
	"Bergen County, NJ"	"34003"	129404	16267061	795.5	623.6	0.3%
	"Burlington County, NJ"	"34005"	67313	7986957	842.8	762.2	0.1%
	"Camden County, NJ"	"34007"	83251	9199988	904.9	843.9	0.2%
	"Cape May County, NJ"	"34009"	23399	1771695	1320.7	840.9	0.1%
	"Cumberland County, NJ"	"34011"	26694	2749518	970.9	924.1	0.1%
	"Essex County, NJ"	"34013"	114131	14200047	803.7	807.6	0.3%
	"Gloucester County, NJ"	"34015"	42952	5015173	856.4	851.6	0.1%
	"Hudson County, NJ"	"34017"	74244	11389431	651.9	733.6	0.2%
	"Hunterdon County, NJ"	"34019"	14943	2273694	657.2	636.0	0.0%
	"Mercer County, NJ"	"34021"	51673	6536429	790.5	736.9	0.1%
	"Middlesex County, NJ"	"34023"	100997	14337992	704.4	683.1	0.2%
	"Monmouth County, NJ"	"34025"	95761	11262513	850.3	743.5	0.2%
	"Morris County, NJ"	"34027"	63778	8774613	726.8	647.9	0.1%
	"Ocean County, NJ"	"34029"	125448	10082416	1244.2	762.7	0.3%
	"Passaic County, NJ"	"34031"	67974	8967937	758.0	746.1	0.2%
	"Salem County, NJ"	"34033"	12865	1170323	1099.3	893.5	0.0%
	"Somerset County, NJ"	"34035"	38540	5710258	674.9	643.1	0.1%
	"Sussex County, NJ"	"34037"	19311	2651604	728.3	767.5	0.0%
	"Union County, NJ"	"34039"	75323	9616619	783.3	709.5	0.2%
	"Warren County, NJ"	"34041"	16604	1929438	860.6	745.8	0.0%
	"Bernalillo County, NM"	"35001"	87099	11328784	768.8	762.6	0.2%
	"Catron County, NM"	"35003"	637	64001	995.3	661.1	0.0%
	"Chaves County, NM"	"35005"	11383	1144929	994.2	877.6	0.0%
	"Cibola County, NM"	"35006"	4107	485732	845.5	882.2	0.0%
	"Colfax County, NM"	"35007"	2647	245133	1079.8	772.7	0.0%
	"Curry County, NM"	"35009"	6841	855767	799.4	862.0	0.0%
	"DeBaca County, NM"	"35011"	502	36426	1378.1	841.0	0.0%
	"Dona Ana County, NM"	"35013"	23852	3548749	672.1	721.2	0.1%
	"Eddy County, NM"	"35015"	9789	957780	1022.1	910.6	0.0%
	"Grant County, NM"	"35017"	5842	533357	1095.3	776.5	0.0%
	"Guadalupe County, NM"	"35019"	787	83488	942.7	797.8	0.0%
	"Harding County, NM"	"35021"	145	13173	1100.7	544.9	0.0%
	"Hidalgo County, NM"	"35023"	890	90463	983.8	802.3	0.0%
	"Lea County, NM"	"35025"	9027	1118305	807.2	902.0	0.0%
	"Lincoln County, NM"	"35027"	3192	359205	888.6	657.5	0.0%
	"Los Alamos County, NM"	"35028"	2018	325778	619.4	539.4	0.0%
	"Luna County, NM"	"35029"	5002	448420	1115.5	856.8	0.0%
	"McKinley County, NM"	"35031"	9161	1307533	700.6	920.4	0.0%
	"Mora County, NM"	"35033"	825	88180	935.6	754.7	0.0%
	"Otero County, NM"	"35035"	9469	1138818	831.5	807.3	0.0%
	"Quay County, NM"	"35037"	2228	164746	1352.4	960.9	0.0%
	"Rio Arriba County, NM"	"35039"	6577	725372	906.7	899.3	0.0%
	"Roosevelt County, NM"	"35041"	2769	345033	802.5	832.1	0.0%
	"Sandoval County, NM"	"35043"	14296	2122475	673.6	691.2	0.0%
	"San Juan County, NM"	"35045"	15439	2209251	698.8	795.6	0.0%
	"San Miguel County, NM"	"35047"	4821	526123	916.3	847.2	0.0%
	"Santa Fe County, NM"	"35049"	17344	2521136	687.9	638.4	0.0%
	"Sierra County, NM"	"35051"	4128	218098	1892.7	987.1	0.0%
	"Socorro County, NM"	"35053"	2786	319976	870.7	869.3	0.0%
	"Taos County, NM"	"35055"	4582	575972	795.5	672.4	0.0%
	"Torrance County, NM"	"35057"	2456	294020	835.3	842.3	0.0%
	"Union County, NM"	"35059"	871	76835	1133.6	815.2	0.0%
	"Valencia County, NM"	"35061"	10101	1304675	774.2	820.4	0.0%
	"Albany County, NY"	"36001"	49344	5454824	904.6	751.6	0.1%
	"Allegany County, NY"	"36003"	8455	883110	957.4	808.1	0.0%
	"Bronx County, NY"	"36005"	172850	24839905	695.9	782.3	0.4%
	"Broome County, NY"	"36007"	37741	3596923	1049.3	773.4	0.1%
	"Cattaraugus County, NY"	"36009"	14943	1459226	1024.0	845.4	0.0%
	"Cayuga County, NY"	"36011"	13330	1446419	921.6	732.5	0.0%
	"Chautauqua County, NY"	"36013"	26404	2437269	1083.3	808.8	0.1%
	"Chemung County, NY"	"36015"	17112	1603784	1067.0	825.3	0.0%
	"Chenango County, NY"	"36017"	9760	910826	1071.6	828.2	0.0%
	"Clinton County, NY"	"36019"	12028	1467519	819.6	790.7	0.0%
	"Columbia County, NY"	"36021"	12127	1131269	1072.0	772.2	0.0%
	"Cortland County, NY"	"36023"	7832	883927	886.0	820.3	0.0%
	"Delaware County, NY"	"36025"	9805	857452	1143.5	779.2	0.0%
	"Dutchess County, NY"	"36027"	41148	5266637	781.3	718.1	0.1%
	"Erie County, NY"	"36029"	174823	16741932	1044.2	812.7	0.4%
	"Essex County, NY"	"36031"	7320	703169	1041.0	745.2	0.0%
	"Franklin County, NY"	"36033"	8006	922832	867.5	817.4	0.0%
	"Fulton County, NY"	"36035"	10523	989832	1063.1	802.6	0.0%
	"Genesee County, NY"	"36037"	10652	1077181	988.9	781.4	0.0%
	"Greene County, NY"	"36039"	9320	875083	1065.0	819.0	0.0%
	"Hamilton County, NY"	"36041"	1133	89543	1265.3	799.5	0.0%
	"Herkimer County, NY"	"36043"	12480	1153917	1081.5	781.0	0.0%
	"Jefferson County, NY"	"36045"	15664	2062996	759.3	801.9	0.0%
	"Kings County, NY"	"36047"	303838	45156587	672.9	695.1	0.7%
	"Lewis County, NY"	"36049"	4231	485275	871.9	737.1	0.0%
	"Livingston County, NY"	"36051"	9247	1169979	790.4	727.7	0.0%
	"Madison County, NY"	"36053"	10565	1290805	818.5	748.6	0.0%
	"Monroe County, NY"	"36055"	114276	13371774	854.6	723.1	0.3%
	"Montgomery County, NY"	"36057"	10916	894768	1220.0	820.4	0.0%
	"Nassau County, NY"	"36059"	195901	24126584	812.0	636.7	0.4%
	"New York County, NY"	"36061"	190682	28589980	667.0	618.8	0.4%
	"Niagara County, NY"	"36063"	41889	3892553	1076.1	838.9	0.1%
	"Oneida County, NY"	"36065"	45127	4213662	1071.0	787.7	0.1%
	"Onondaga County, NY"	"36067"	73989	8344761	886.7	753.4	0.2%
	"Ontario County, NY"	"36069"	17410	1900186	916.2	745.3	0.0%
	"Orange County, NY"	"36071"	46056	6570862	700.9	756.2	0.1%
	"Orleans County, NY"	"36073"	7119	774919	918.7	810.3	0.0%
	"Oswego County, NY"	"36075"	18737	2194102	854.0	846.9	0.0%
	"Otsego County, NY"	"36077"	10612	1115817	951.1	736.2	0.0%
	"Putnam County, NY"	"36079"	11397	1778437	640.8	668.0	0.0%
	"Queens County, NY"	"36081"	268301	40295056	665.8	620.4	0.6%
	"Rensselaer County, NY"	"36083"	26588	2829131	939.8	827.2	0.1%
	"Richmond County, NY"	"36085"	64121	8307515	771.8	746.6	0.1%
	"Rockland County, NY"	"36087"	37471	5504674	680.7	635.4	0.1%
	"St. Lawrence County, NY"	"36089"	18488	2010379	919.6	841.8	0.0%
	"Saratoga County, NY"	"36091"	28586	3875336	737.6	684.6	0.1%
	"Schenectady County, NY"	"36093"	27490	2729015	1007.3	758.3	0.1%
	"Schoharie County, NY"	"36095"	5102	578543	881.9	724.7	0.0%
	"Schuyler County, NY"	"36097"	3392	336776	1007.2	788.0	0.0%
	"Seneca County, NY"	"36099"	5979	629217	950.2	759.1	0.0%
	"Steuben County, NY"	"36101"	17996	1776731	1012.9	812.0	0.0%
	"Suffolk County, NY"	"36103"	205802	26554080	775.0	719.9	0.5%
	"Sullivan County, NY"	"36105"	13215	1368759	965.5	855.1	0.0%
	"Tioga County, NY"	"36107"	7896	918667	859.5	734.4	0.0%
	"Tompkins County, NY"	"36109"	11323	1813309	624.4	685.1	0.0%
	"Ulster County, NY"	"36111"	28527	3257212	875.8	737.2	0.1%
	"Warren County, NY"	"36113"	11425	1166412	979.5	743.7	0.0%
	"Washington County, NY"	"36115"	10784	1121551	961.5	801.4	0.0%
	"Wayne County, NY"	"36117"	14650	1677592	873.3	786.7	0.0%
	"Westchester County, NY"	"36119"	128612	17012246	756.0	614.1	0.3%
	"Wyoming County, NY"	"36121"	6572	761650	862.9	803.0	0.0%
	"Yates County, NY"	"36123"	4466	450860	990.6	780.6	0.0%
	"Alamance County, NC"	"37001"	25745	2610739	986.1	846.5	0.1%
	"Alexander County, NC"	"37003"	5904	648962	909.8	842.3	0.0%
	"Alleghany County, NC"	"37005"	2404	195856	1227.4	835.1	0.0%
	"Anson County, NC"	"37007"	5258	470448	1117.7	968.3	0.0%
	"Ashe County, NC"	"37009"	5614	471168	1191.5	824.6	0.0%
	"Avery County, NC"	"37011"	3418	319322	1070.4	834.8	0.0%
	"Beaufort County, NC"	"37013"	9959	838493	1187.7	923.4	0.0%
	"Bertie County, NC"	"37015"	4505	366387	1229.6	958.0	0.0%
	"Bladen County, NC"	"37017"	7070	611044	1157.0	1006.5	0.0%
	"Brunswick County, NC"	"37019"	18007	1766036	1019.6	784.2	0.0%
	"Buncombe County, NC"	"37021"	41664	4144055	1005.4	789.1	0.1%
	"Burke County, NC"	"37023"	16546	1613899	1025.2	873.8	0.0%
	"Cabarrus County, NC"	"37025"	23587	2968016	794.7	856.5	0.1%
	"Caldwell County, NC"	"37027"	15175	1451708	1045.3	929.0	0.0%
	"Camden County, NC"	"37029"	1282	163254	785.3	788.2	0.0%
	"Carteret County, NC"	"37031"	12920	1160018	1113.8	833.0	0.0%
	"Caswell County, NC"	"37033"	4556	423932	1074.7	914.3	0.0%
	"Catawba County, NC"	"37035"	26022	2710233	960.1	902.3	0.1%
	"Chatham County, NC"	"37037"	10042	1087306	923.6	651.0	0.0%
	"Cherokee County, NC"	"37039"	6014	474588	1267.2	859.0	0.0%
	"Chowan County, NC"	"37041"	3274	263779	1241.2	863.1	0.0%
	"Clay County, NC"	"37043"	2296	181034	1268.3	778.3	0.0%
	"Cleveland County, NC"	"37045"	19404	1748784	1109.6	995.0	0.0%
	"Columbus County, NC"	"37047"	11920	1011552	1178.4	1052.8	0.0%
	"Craven County, NC"	"37049"	16863	1774672	950.2	861.3	0.0%
	"Cumberland County, NC"	"37051"	39280	5646452	695.7	922.5	0.1%
	"Currituck County, NC"	"37053"	3479	402891	863.5	880.8	0.0%
	"Dare County, NC"	"37055"	5002	599587	834.2	768.4	0.0%
